text,text_processed
"Hostel muy piola, todo funciona bien",hostel piola funciona bien
Los recepcionistas unos cracks,recepcionistas cracks
Los llené de preguntas sobre la ciudad y nunca se cansaron,llene preguntas ciudad nunca cansaron
"Habitaciones limpias, ordenadas",habitaciones limpias ordenadas
"La gente que trabaja es muy respetuosa, los voluntarios Alexís, Olga, Juan, Davide, etc",gente trabaja respetuosa voluntarios alexis olga juan davide etc
una masa,masa
Te dan una mano con todo,dan mano
Nada que criticar,nada criticar
Genial trato y ubicación excelente!!,genial trato ubicacion excelente
Estuve una noche de sábado en el mes de enero y me encantó,noche sabado mes enero encanto
"El Hostel tiene una ubicación perfecta, está cerca de todo muy céntrico y te permite moverte por Sevilla a pie sin necesidad de transporte",hostel ubicacion perfecta cerca centrico permite moverte sevilla pie sin necesidad transporte
"La habitación es más que correcta, por poner un ""pero"" diría que estaría muy bien que pusieran cortinas en cada cama para poder disponer de algo más de intimidad",habitacion correcta poner diria bien pusieran cortinas cada cama poder disponer intimidad
"Otro aspecto positivo son las actividades que ofrecen a los huéspedes: cenas, cursos, flamenco, salir de copas, etc",aspecto positivo actividades ofrecen huespedes cenas cursos flamenco salir copas etc
Me encantó,encanto
Yo fui sola y acabé la noche de paseo por Sevilla con más de 20 personas ,sola acabe noche paseo sevilla 20 personas
un grato recuerdo,grato recuerdo
"Y respecto al personal tengo que hacer mención a Andrea, una chica excelente, super servicial que hizo encontrarme muy cómoda durante mi estancia en el hostel",respecto personal hacer mencion andrea chica excelente super servicial hizo encontrarme comoda estancia hostel
Confortable al máximo,confortable maximo
"Todo perfecto, lo que necesitas de un hotel al viajar en familia, no preocuparte del hotel y descansar cuando estás en el",perfecto necesitas viajar familia no preocuparte descansar
Parking totalmente accesible y buen precio,parking totalmente accesible buen precio
Muchas opciones de transporte cercana,muchas opciones transporte cercana
En general bien,general bien
"La verdad que estuvimos agusto , lo que no me gustó que la puerta del armario no corría lo dije en recepción y no me la arreglaron pero por lo demás bien, céntrico para coger todo tipo de transporte",verdad agusto no gusto puerta armario no corria dije recepcion no arreglaron demas bien centrico coger tipo transporte
Cómodo y bien ubicado,comodo bien ubicado
Está muy bien ubicado para la visita cultural en Sevilla,bien ubicado visita cultural sevilla
El personal es muy amable,personal amable
El desayuno es bueno y siempre se puede tomar un café y descansarlo en las salas comunes,desayuno bueno siempre puede tomar cafe descansarlo salas comunes
En la zona hay todo tipo de restaurantes y parada de taxis,zona tipo restaurantes parada taxis
Muy original,original
Hotel muy peculiar fusión de antiguas casas en el barrio histórico de Sevilla Estuve en dos ocasiones La primera me maravilló La segunda no tanto porque mi habitación estaba en la única casa fuera del complejo fusionado con lo que la magia desaparecía en una gran proporción No vaya a las habitaciones que están en la parte del hotel San Clemente,peculiar fusion antiguas casas barrio historico sevilla dos ocasiones primera maravillo segunda no habitacion unica casa complejo fusionado magia desaparecia gran proporcion no vaya habitaciones parte san clemente
Bien excepto,bien excepto
El hotel es muy bonito buen situado unos patios preciosos todo bien menos que si dejas unas galletas en la habitación,bonito buen situado patios preciosos bien menos dejas unas galletas habitacion
Se la comen las hormigas,comen hormigas
Eso nos ha hecho un poco menos grata la estancia lo siento,hecho menos grata estancia siento
Judería conservada a tu disposición,juderia conservada disposicion
"Mi opinión no es tanto como hotel, que tiene críticas positivas y de ubicación céntrica, sino como vecino de Sevilla",opinion no criticas positivas ubicacion centrica sino vecino sevilla
"Son casi 30 casas de la antigua judería de San Bartolomé, unidas por pequeños corredores, patios floridos (mejor visita en primavera) transformadas en habitaciones modernizadas, pero conservando su esencia",casi 30 casas antigua juderia san bartolome unidas pequenos corredores patios floridos mejor visita primavera transformadas habitaciones modernizadas conservando esencia
Las vistas desde las terrazas también interesantes,vistas terrazas interesantes
Muchos sevillanos no las conocen y merece la pena sin duda,sevillanos no conocen merece pena sin duda
"Puedes ir a tomar una copa, a los baños o incluso con grupos de jubilados en el programa ""conocer Sevilla"" con cita concertada",puedes ir tomar copa banos incluso grupos jubilados programa conocer sevilla cita concertada
Casas antiguas unidas para formar un hotel,casas antiguas unidas formar
Muy original por ser la unión de casas antiguas,original ser union casas antiguas
Todas ellas son diferentes así que tienes la impresión de estar en un pequeño pueblo,todas diferentes asi impresion pequeno pueblo
Nos alojamos en una habitación económica un poco alejada de la entrada,alojamos habitacion economica alejada entrada
Al ser en el puente de diciembre el precio eran 180 por noche así que no sé si llamarlo económico,ser puente diciembre precio 180 noche asi no llamarlo economico
La localización es muy buena para disfrutar de la ciudad a tope,localizacion buena disfrutar ciudad tope
Merece la pena,merece pena
"Divertido Hotel,donde las habitaciones se van encontrando a través de diversos pasillos que van uniendo casas adyacentes, con rincones bonitos como patios andaluces, fuentes, etc",divertido hoteldonde habitaciones van encontrando traves diversos pasillos van uniendo casas adyacentes rincones bonitos patios andaluces fuentes etc
Y que conforman una gran manzana,conforman gran manzana
"Las habitaciones espaciosas, limpias, bien cuidadas y silenciosas",habitaciones espaciosas limpias bien cuidadas silenciosas
"El personal del hotel, todos, muy atentos,así da gusto",personal atentosasi da gusto
"Las instalaciones igualmente muy acorde al hotel, piscina, saunas, masajes,",instalaciones igualmente acorde piscina saunas masajes
El buffet desayuno muy bueno,buffet desayuno bueno
Hotel céntrico y original ,centrico original
"Estuvimos una noche en este original hotel, dispone de un magnífico salón así como muchos patios de estilo andaluz y un pasillo subterráneo que comunica todas las casas de la judería, la habitación que nos dieron de estilo antiguo era muy original, aunque la cama era confortable pero de una altura desmesurada ya que para bajar o subir de la misma no era fácil",noche original dispone magnifico salon asi patios estilo andaluz pasillo subterraneo comunica todas casas juderia habitacion dieron estilo antiguo original aunque cama confortable altura desmesurada bajar subir misma no facil
Hotel recomendable para personas más bien jóvenes o de mediana edad,recomendable personas bien jovenes mediana edad
De reformas,reformas
"El hotel es antiguo pero le están reformando, a mi me toco en la zona que aún no lo está y el mobiliario y baño es antiguo, a pesar de todo el hotel está limpio, la habitación es cómoda y amplia y está muy bien situado",antiguo reformando toco zona aun no mobiliario bano antiguo pesar limpio habitacion comoda amplia bien situado
No tiene restaurante ni cafetería (solo desayunos) pero alrededor tienes infinidad de bares y restaurantes para comer/cenar,no restaurante cafeteria solo desayunos alrededor infinidad bares restaurantes comer cenar
Es un hotel recomendable,recomendable
BUEN HOTEL,buen
"Hotel céntrico, justamente al lado del campo de fútbol del Sevilla, al lado hay todo tipo de tiendas y bares y la catedral está a un kilómetro y medio más o menos",centrico justamente lado campo futbol sevilla lado tipo tiendas bares catedral kilometro medio menos
"El hotel lo están reformando por completo y está quedando muy bien, las habitaciones que ya están reformadas son amplias y los baños completamente nuevos, además nos ha comentado que en unos meses el hotel contara con piscina",reformando completo quedando bien habitaciones reformadas amplias banos completamente nuevos ademas comentado meses contara piscina
Si vuelvo a Sevilla seguro que me alojo allí otra vez,vuelvo sevilla seguro alojo alli vez
Genial,genial
"El hotel está bastante bien, los empleados son súper simpáticos y agradables, atentos a tus necesidades (puntuación empleados 10/10)",bastante bien empleados super simpaticos agradables atentos necesidades puntuacion empleados 10 10
"En el baño el bidet molesta bastante como se aprecia en la foto, sin dejar espacio para las piernas (puntuación  baños 5/10)",bano bidet molesta bastante aprecia foto sin dejar espacio piernas puntuacion banos 5 10
"La ubicación excelente, las lineas de bus 21 y 27 te llevan al centro en apenas 10/15 min con 1,4 €, paradas que se encuentran a escasos 100 mts (puntuación ubicación 9/10)",ubicacion excelente lineas bus 21 27 llevan centro apenas 10 15 min 14 paradas encuentran escasos 100 mts puntuacion ubicacion 9 10
"Las habitaciones amplias y muy buena limpieza, los colchones aceptables pero la puerta de entrada poco segura (puntuación habitación 9/10)",habitaciones amplias buena limpieza colchones aceptables puerta entrada segura puntuacion habitacion 9 10
En definitiva es una buena opción en cuanto calidad/precio,definitiva buena opcion cuanto calidad precio
Puntuación general 9/10,puntuacion general 9 10
Visita al centro de Sevilla,visita centro sevilla
"Quiero hacer constar que como cliente vip de la cadena Senator, me he sentido muy bien atendido por el personal del hotel",quiero hacer constar cliente vip cadena senator bien atendido personal
A pesar de ser de tres estrellas la limpieza ha sido muy buena y el ambiente del hotel muy agradable,pesar ser tres estrellas limpieza sido buena ambiente agradable
"Han tenido la deferencia de obsequiarnos con un cava, acompañado de fruta cortada, botellines de agua y bolsas multiusos de la cadena Senator",deferencia obsequiarnos cava acompanado fruta cortada botellines agua bolsas multiusos cadena senator
"No está ubicado en pleno centro, pero esta muy bien comunicado porque tiene una parada de autobús muy cerca y alrededor tiene también una oferta amplia de bares y tiendas",no ubicado pleno centro bien comunicado parada autobus cerca alrededor oferta amplia bares tiendas
